출처,index,내용
news.xml,670,"지인살롱은 &apos;자만추(자연스러운 만남을 추구)&apos;를 선호하는 <b>MZ세대</b>를 위해, 매달 다양한 주제를 통해서 더욱 재미있고, 안전하게 연애할 수 있도록 구성한 오프라인 커뮤니티다. 결혼정보회사의 신원인증 시스템을 활용... "
news.xml,671,올해도 전통주 유행 선도 역할 톡톡 전북 순창군이 <b>MZ세대</b>를 중심으로 주류 시장의 트렌드가 막걸리와 과실주 등 전통주로 옮겨가는 최근의 시류에 앞장서고 있다. 발효미생물산업진흥원은 지난 7월 14일부터 8월 5일까지... 
news.xml,672,구현철 SKT 영업본부장은 “폴더블4 출시에 맞춰 새로운 기기변경 프로그램인 ‘T나는 폰교체’를 출시하고 세이브더칠드런과 함께 의미 있는 기부 캠페인을 기획했다”며 “가치 있는 소비를 중시하는 <b>MZ세대</b>들의... 
news.xml,673,강원랜드는 멘토링 장학사업 프로그램인 미래교육 ‘디자인씽킹 워크숍’ 심화교육을 개최했다고 11일 밝혔다.지난 10일 하이원 그랜드호텔 스페이드룸에서 진행된 미래교육 디자인씽킹 심화교육에는 2022년 우수... 
news.xml,674,"지인살롱은 &apos;자만추(자연스러운 만남을 추구)&apos;를 선호하는 <b>MZ세대</b>를 위해, 매달 다양한 주제를 통해서 더욱 재미있고, 안전하게 연애할 수 있도록 구성한 오프라인 커뮤니티다. 결혼정보회사의 신원인증 시스템을 활용... "
news.xml,675,"<b>MZ세대</b>의 경우에는 &apos;이열치열&apos;보다는 시원한 냉면을 먹거나 치킨, 닭도리탕, 찜닭 등 닭요리를 통해 복날을 즐기기도 한다. 그럼에도 복날에 즐겨 찾는 대표적인 보양식은 역시 삼계탕일 것이다. 닭에 찹쌀, 대추, 인삼 등을... "
news.xml,676,넥슨의 대표적인 온라인 캐주얼 레이싱 게임인 카트라이더를 통해 <b>MZ세대</b>에게 진라면을 홍보하기 위해 기획되었다. 진라면과 카트라이더의 만남은 이번이 두 번째다. 지난해 ㈜오뚜기는 넥슨의 모바일 레이싱 게임... 
news.xml,677,"마음껏 표현하고 싶은 지원자들의 많은 관심과 참여를 바란다”고 전했다. 한편, 세븐스타 본사는 이번 가요제뿐만 아니라 코인노래방을 통해 <b>MZ세대</b>의 놀이문화를 선도할 수 있는 다양한 프로젝트를 선보일 예정이다."
news.xml,678,워케이션은 최근 IT기업과 <b>MZ세대</b> 직장인 사이에서 새로운 근무 트렌드로 자리를 잡아가고 있다. 그러나 원격근무를 위한 IT 인프라가 비교적 갖추어진 호텔과 리조트에 치우쳐 지역 내수 경제 활성화에 크게 도움이... 
news.xml,679,▶#골캉스 #룸 캠핑 #둥지베드 ▷호텔의 쾌적한 시설 십분 활용한 플레이케이션 요즘 <b>MZ세대</b>가 골프에 열광하는 것은 익히 알려진 사실이다. SNS에는 최신 유행 골프 웨어를 걸친 채 라운딩을 하는 20~30대의 모습을 쉽게... 
news.xml,680,"크리스탈 헤이즈는 지난해 <b>MZ세대</b> 사이에서 하리보 목걸이로 알려지며, 수차례 리오더를 거치는 등 머스트 해브 아이템으로 등극한 바 있다. 귀여운 곰돌이가 주먹을 앙 쥔 듯한 모습의 펜던트는 국내외 셀러브리티... "
news.xml,681,사진=유진투자증권 유진투자증권은 <b>MZ세대</b> 대상 건강한 투자문화 조성을 위해 메타버스 플랫폼 &apos;제조도&apos; 운영사인 &apos;획기획&apos;과 함께 &apos;주식차트 파도타기&apos; 게임을 선보였다고 11일 밝혔다. 이번에 출시된 &apos;주식차트... 
news.xml,682,"애플리케이션프로세서(AP)로는 스냅드래곤8 플러스 1세대가 탑재됐다.배터리 용량 늘리고 인스타그램 최적화로 <b>MZ세대</b> 겨냥플립4도 힌지 크기를 줄여 상품성을 개선했다. 배터리 용량이 3,700mAh로, 전작(3,300mAh) 대비 12... "
news.xml,683,윤현정 아이랩미디어 대표는 &quot;그림을 향유하고 즐기는 새로운 수단으로 NFT가 급부상하면서 <b>MZ세대</b>들이 미술시장의 큰 손으로 떠오르고 있다&quot;며 &quot;앞으로도 아이랩미디어는 계속해서 새로운 작가를 발굴하고 그들의... 
news.xml,684,"바카디코리아 관계자는 “Do What Moves You 캠페인 영상에는 최근 <b>MZ 세대</b>들에게 각광받고 있는 서핑 트렌드에 맞춰, 한국 롱 보드 서핑 챔피언 김준호 선수와 서핑하는 디자이너로 자신만의 독자적인 브랜드를... "
news.xml,685,"특히, <b>MZ세대</b>가 애용하는 소셜 앱에 최적화된 플렉스캠 경험을 제공하고자 메타(Meta)와 파트너십을 강화했다. 예를 들어 인스타그램 &apos;릴스(Reels)&apos; 촬영 시 플렉스 모드를 지원해 &apos;숏폼(Short-form)’영상 촬영에... "
news.xml,686,구현철 SKT 영업본부장은 &quot;가치 있는 소비를 중시하는 <b>MZ세대</b>들의 많은 호응을 기대하며 앞으로도 더 많은 혜택을 드릴 구매 지원 프로그램을 선보이겠다&quot;고 말했다. ※CBS노컷뉴스는 여러분의 제보로 함께 세상을... 
news.xml,687,일부 선진국의 환경 이데올로기 선점에 끌려다니거나 환경과 사회 정의에 민감해하는 <b>MZ세대</b> 등장으로 형성된 ‘ESG를 신경 쓰지 않는 기업=나쁜 기업’이라는 인식에 휘둘리는 것을 멈추고 실현 가능한 방법으로... 
news.xml,688,"잔망루피는 뽀로로의 친구 캐릭터 루피가 가진 다양한 성격 중 익살, 잔망스러움을 과장해 <b>MZ세대</b>가 밈으로 놀다가 만들어진 부캐릭터. 인스타그램에서 17만명의 팔로워를 보유할 정도로 인기다. 식품, 영화관, 야구단... "
news.xml,689,"유통업계는 주류 시장의 ‘큰손’으로 떠오른 <b>MZ세대</b>를 공략하기 위해 각종 특화 매장을 앞세운다. 가전업계 역시 와인셀러, 홈브루잉 기계 등의 ‘홈술생활’을 보조할 특화 가전을 잇따라 선보이며 시선몰이에... "
news.xml,690,"이마트24는 <b>MZ세대</b>의 감수성을 담은 자체 브랜드 상품으로 &apos;이번 주도 버텨라 버텨 버터소금쿠키&apos;, &apos;연차 반차 녹차쿠키&apos;, &apos;기분이 아주 초코같네 초코쿠키&apos; 등의 제품들을 출시했다. 이 제품들은 이마트24의 20~30대... "
news.xml,691,"&quot;가치 소비 중시하는 <b>MZ세대</b> 호응 기대&quot; SK텔레콤(SKT)은 SK플래닛, 민팃, 그리고 세이브더칠드런과 &apos;T나는 폰교체&apos; 기부협약을 맺고 오는 23일부터 갤럭시Z폴드4·플립4 등 삼성전자의 신형 폴더블 단말을 구매하고 &apos;T나는... "
news.xml,692,"◆ 이우영&gt; 관계자에 따르면 &quot;2030의 마음을 이해하고, <b>MZ세대</b>가 당면한 이슈를 더 잘 이해하고 반영시킬 수 있는 역할을 할 사람을 찾다가 같이 일해보자고 제의했다&quot;고 하는데요. 이어 &quot;그간 한 이야기나 글을 보니... "
news.xml,693,"한편, 워케이션은 일(Work)과 휴가(Vacation)의 합성어로 휴가지에 머물면서 일을 병행하는 근무형태를 일컬으며, IT기업과 <b>MZ세대</b> 직장인 사이에서 새로운 근무 트렌드로 자리를 잡아가고 있으나, 원격근무를 위한 IT... "
news.xml,694,"구현철 SKT 영업본부장은 &quot;폴더블4 출시에 맞춰 새로운 기기 변경 프로그램인 &apos;T나는 폰교체&apos;를 출시하고 세이브더칠드런과 함께 의미 있는 기부 캠페인을 기획했다&quot;며, &quot;가치 있는 소비를 중시하는 <b>MZ세대</b>들의 많은... "
news.xml,695,&apos;갤럭시Z플립4&apos;는 기존 &apos;퀵샷(Quick shot)&apos; 기능을 대폭 개선해 <b>MZ세대</b>(밀레니얼+Z세대)가 애용하는 숏폼·브이로그 촬영에 용이한 환경을 만들었다. 퀵샷은 폰을 펼칠 필요 없이 전원 버튼을 두 번 눌러 촬영을 할 수... 
news.xml,696,&apos;플로깅&apos; 참여한 황민현·이은지·래원 (사진=모노튜브) 최근 환경문제가 이슈가 되면서 <b>MZ세대</b>에서는 &apos;플로깅&apos; 캠페인등이 만들어지면서 하나의 트렌드가 되었다. 이에 드라마 &apos;환혼&apos;에 출연 중인 가수 겸 배우 황민현과... 
news.xml,697,"지인살롱은 &apos;자만추(자연스러운 만남을 추구)&apos;를 선호하는 <b>MZ세대</b>를 위해, 매달 다양한 주제를 통해서 더욱 재미있고, 안전하게 연애할 수 있도록 구성한 오프라인 커뮤니티다. 결혼정보회사의 신원인증 시스템을 활용... "
news.xml,698,"최근 건강을 중시하는 트렌드에 따라 젊은 층에서도 단백질 음료의 인기가 높아지면서, 적극적인 온라인 홍보마케팅으로 <b>MZ세대</b>(밀레니얼+Z세대)까지 소비자 접점을 확대한 것도 주효했다. 대상라이프사이언스㈜는... "
news.xml,699,"잔망루피는 뽀로로의 친구 캐릭터 루피가 가진 다양한 성격 중 익살, 잔망스러움을 과장해 <b>MZ세대</b>가 밈으로 놀다가 만들어진 부캐릭터. 인스타그램에서 17만명의 팔로워를 보유할 정도로 인기다. 식품, 영화관, 야구단 등... "
news.xml,700,구현철 SKT 영업본부장은 &quot;폴더블4 출시에 맞춰 새로운 기기 변경 프로그램인 &apos;T나는 폰교체&apos;를 출시하고 세이브더칠드런과 함께 의미 있는 기부 캠페인을 기획했다&quot;며 &quot;가치 있는 소비를 중시하는 <b>MZ세대</b>들의 많은... 
news.xml,701,"이는 넥슨의 대표적인 온라인 캐주얼 레이싱 게임인 카트라이더를 통해 <b>MZ세대</b>에게 진라면을 홍보하기 위해 기획되었다. 이번 협업을 통해 오뚜기는 진라면 용기면, 컵면 전 제품에 컬래버레이션 디자인을 적용해 새롭게... "
news.xml,702,"또 <b>MZ세대</b> 인기 먹거리로 자리 잡으며 &apos;크로플(크로와상+와플)&apos;, &apos;크로핀(크로와상+머핀)&apos; 등 다양한 디저트 메뉴로 활용되고 있다. 풀무원은 이렇듯 최근 먹거리 트렌드를 충실히 반영하는 것은 물론, 냉동피자 스타일을... "
news.xml,703,"구현철 SKT 영업본부장은 &quot;폴더블4 출시에 맞춰 새로운 기기 변경 프로그램인 &apos;T나는 폰교체&apos;를 출시하고 세이브더칠드런과 함께 의미 있는 기부 캠페인을 기획했다&quot;며, &quot;가치 있는 소비를 중시하는 <b>MZ세대</b>들의 많은... "
news.xml,704,IT기업과 <b>MZ세대</b> 직장인 사이에서 새로운 근무 트랜드로 자리를 잡아가고 있으나 원격근무를 위한 IT 인프라가 비교적 갖춰진 호텔과 리조트에 치우쳐 지역 내수경제 활성화에 크게 도움이 되지 못하고 있는 실정이다. 장... 
news.xml,705,"비비안 관계자는 “<b>MZ 세대</b>들과 소통을 강화하고 친밀감을 높이기 위해 캐릭터를 활용한 파자마를 기획하고, 팝업스토어를 준비하게 됐다”며 “비비안 고객들에게 차별화된 경험을 제공하기 위해 역량을 집중할 것”... "
news.xml,706,"또 <b>MZ세대</b> 인기 먹거리로 자리 잡으며 &apos;크로플(크로와상+와플)&apos; &apos;크로핀(크로와상+머핀)&apos; 등 다양한 디저트 메뉴로 활용되고 있다. 풀무원(017810)은 이렇듯 최근 먹거리 트렌드를 충실히 반영하는 것은 물론, 냉동피자... "
news.xml,707,비비안 관계자는 “<b>MZ 세대</b>들과 소통을 강화하고 친밀감을 높이기 위해 캐릭터를 활용한 파자마를 기획하고 팝업스토어를 준비하게 됐다”며 “비비안 고객들에게 차별화된 경험을 제공하기 위해 역량을 집중할 것”... 
news.xml,708,유진투자증권이 <b>MZ세대</b> 대상 건강한 투자문화 조성을 위해 메타버스 플랫폼 &apos;제조도&apos; 운영사인 &apos;획기획&apos;과 함께 &apos;주식차트 파도타기&apos; 게임을 출시했다고 11일 밝혔다. 이번에 출시된 주식차트 파도타기는 메타버스 플랫폼... 
news.xml,709,일베설에…“동생이 작성” 해명 장혜원기자(hyjang@skyedaily.com) 기사입력 2022-08-11 14:40:22 ▲ 지난 1월28일 서울 여의도 한 카페에서 열린 &apos;<b>MZ세대</b>라는 거짓말&apos; 북 콘서트에서 저자인 박민영 국민의힘 청년보좌역이... 
news.xml,710,"(저는 ‘탑건’ 멘트를 있는 그대로 전했을 뿐입니다!) 그리고 계속해 “프로 구단에서 흔히 쓰는 형식에서 벗어나 <b>MZ 세대</b> 선수들이 스스로 즐기고, 팬들은 그런 선수들의 꾸밈 없는 모습을 보면서 즐길 수 있는 영상을... "
news.xml,711,"해당 제품은 이마트24의 자체 브랜드(PB) 상품으로, <b>MZ세대</b>(밀레니얼+Z세대) 직원들로 구성된 태스크포스(TF) &apos;딜리셔스 탐험대&apos;가 기획한 것으로 알려졌다. 해당 제품명에 대해 누리꾼들 사이에서는 &quot;센스있다&quot;, &quot;재밌다&quot; 등... "
news.xml,712," 악어가죽 브랜드 &apos;페넥톤&apos;이 <b>MZ세대</b>와의 소통확장을 위해 오는 13일 반얀트리 클럽 앤 스파 서울에서 메타썸머 행사를 공식 후원한다고 11일 밝혔다. 회사 측에 따르면 페넥톤은 카드지갑, 머니클립... "
news.xml,713,유진투자증권은 <b>MZ세대</b>를 대상으로 건강한 투자문화를 조성하기 위해 메타버스 플랫폼 &apos;제조도&apos; 운영사 &apos;획기획&apos;과 함께 게임을 출시했다고 11일 밝혔다. 이번에 출시된 &apos;주식차트 파도타기&apos;는 메타버스 캐릭터를 조작해... 
news.xml,714,특히 <b>MZ세대</b> 통합 프로그램을 지향하며 대학생 멘토 선발과 지역아동센터 이용 아동을 1대 1로 연계시켜 줌으로써 교육과 정서적 지원을 통해 함께 꿈을 이루어갈 수 있도록 돕는다. 지난 2017년부터... 
news.xml,715,<b>MZ세대</b>의 성공적인 주식투자를 응원하는 캠페인의 일환으로 제작됐다. 이는 전국 마트와 편의점에서 판매됐다. 이외에도 신한금융투자는 지난달 8일 서울교통공사에서 진행한 역명 병기 유상 판매 입찰에 참여해 여의도역... 
news.xml,716, 국립중앙박물관이 전시 관람의 취약층인 <b>MZ세대</b>를 확보하기 위해 많은 여러 전시와 개편을 통해 변신을 꾀한다. 윤성용 국립중앙박물관 신임 관장은 11일 서울 용산구 용산동에 위치한 국립중앙박물관 내 교육관에서... 
news.xml,717,"최근 건강을 중시하는 트렌드에 따라 젊은 층에서도 단백질 음료의 인기가 높아지면서, 적극적인 온라인 홍보마케팅으로 <b>MZ세대</b>까지 소비자 접점을 확대한 것도 주효했다. 대상라이프사이언스는 이준호와 함께한 마시는... "
news.xml,718,"회사 관계자는 “최근 <b>MZ세대</b> 모바일 간편결제 비중이 매년 꾸준히 성장하고 있는 만큼 페이플러그 도입 수요가 점차 늘어날 것으로 기대하고 있다”며 “스마트폰을 활용해 주문부터 결제, 인증, 보안까지 가능한... "
news.xml,719,이충구는 최근 <b>MZ 세대</b>에 입소문을 타며 흥행 가도에 올라탄 리얼 드라마 &apos;신병&apos;의 생활관 에이스 김상훈 일병 역을 맡아 최고의 싱크로율 연기로 극찬을 받고 있는 동시에 남자 시청자들로부터 &quot;군생활 꿀 태워주는... 
news.xml,720,"◆ 이우영&gt; 관계자에 따르면 &quot;2030의 마음을 이해하고, <b>MZ세대</b>가 당면한 이슈를 더 잘 이해하고 반영시킬 수 있는 역할을 할 사람을 찾다가 같이 일해보자고 제의했다&quot;고 하는데요. 이어 &quot;그간 한 이야기나 글을 보니... "
news.xml,721,"세이브더칠드런과 함께 의미 있는 기부 캠페인을 기획했다”며, “가치 있는 소비를 중시하는 <b>MZ세대</b>들의 많은 호응을 기대하며, 앞으로도 더 많은 혜택을 드릴 수 있는 구매 지원 프로그램을 선보이겠다”고 밝혔다."
news.xml,722,체결하고 <b>MZ세대</b>를 공략한 FC안양이 후보에 올라 팬들의 선택을 기다리게 됐다. 팬 투표는 11일부터 18일까지 K리그 공식 홈페이지에서 진행된다. 홈페이지에 가입된 팬이라면 누구나 참여하여 1인당 3표씩(1위 3점... 
news.xml,723,이번 협업은 넥슨의 대표적인 온라인 캐주얼 레이싱 게임인 카트라이더를 통해 <b>MZ세대</b>에게 진라면을 홍보하기 위해 기획된 것으로 알려졌다. 진라면과 카트라이더의 만남은 이번이 두 번째다. 지난해 오뚜기는 넥슨의... 
news.xml,724,28일 서울 여의도의 한 카페에서 열린 &apos;<b>MZ세대</b>라는 거짓말&apos; 북 콘서트에서 저자인 박민영 국민의힘 대변인이 인사말을 하고 있다. 사진=연합뉴스  대통령실 청년대변인으로 발탁된 박민영 국민의힘 대변인이 극우 성향... 
news.xml,725,여기에 대형마트를 중심으로 초저가 와인이 등장하는 등 진입 장벽이 낮아진 점도 <b>MZ세대</b>(밀레니얼+Z세대)를 비롯한 초심자들이 부담 없이 와인을 즐기게 된 배경이 되고 있다. 9월 16일부터 이틀간 서울 서초구 세빛섬... 
news.xml,726,"- <b>MZ세대</b> 저격한 Z플립, 직장인 겨냥한 Z폴드 - &apos;사파이어 크리스탈&apos; 적용한 워치5…아이폰 연동은 불가 - 크기 15% 줄어든 버즈프로2…24비트 Hi-Fi 오디오 제공 [디지털데일리 백승은 기자] 삼성전자의 4세대 접는(폴더블)... "
news.xml,727,IT기업과 <b>MZ세대</b> 직장인 사이에서 새로운 근무 트랜드로 자리를 잡아가고 있으나 원격근무를 위한 IT 인프라가 비교적 갖추어진 호텔과 리조트에 치우쳐 지역 내수 경제 활성화에 크게 도움이 되지 못하고 있는 실정이다.... 
news.xml,728,유진투자증권이 <b>MZ세대</b> 대상 건강한 투자문화 조성을 위해 메타버스 플랫폼 ‘제조도’ 운영사인 ‘획기획’과 함께 ‘주식차트 파도타기’ 게임을 출시했다고 11일 밝혔다. 이번에 출시된 ‘주식차트 파도타기’는... 
news.xml,729,해당 제품은 이마트24의 PB(자체 브랜드) 상품으로 <b>MZ세대</b>를 중심으로 구성된 사내 테스크포스(TF) &apos;딜리셔스 탐험대&apos;에서 기획한 제품으로 알려졌다. 딜리셔스 탐험대는 그동안 <b>MZ세대</b>의 감성을 담은 유머러스한 제품을... 
news.xml,730,갤럭시Z플립4은 디자인부터 소셜 앱 특화 기능까지 <b>MZ세대</b>를 적극 공략하고 나섰다. 과거 삼성전자 갤럭시 시리즈는 젊은층보다 중장년층의 인기가 높았다. 지난해 6월 한국갤럽 조사에 따르면 삼성전자... 
news.xml,731,"순창군이 <b>MZ세대</b>를 중심으로 주류 시장의 트렌드가 막걸리와 과실주 등 전통주로 옮겨가는 최근의 시류에 앞장서고 있다. 발효미생물산업진흥원(이사장 최영일, 이하 진흥원)이 지난 7월 14일부터 8월 5일까지 순창군민을... "
news.xml,732,◆ 유진투자증권은 <b>MZ세대</b> 대상 건강한 투자문화 조성을 위해 메타버스 플랫폼 &apos;제조도&apos; 운영사인 &apos;획기획&apos;과 함께 주식차트 파도타기 게임을 출시했다고 11일 밝혔다. 이번에 출시된 게임은 메타버스 캐릭터를 조작해... 
news.xml,733,<b>MZ세대</b>를 위한 캠핑플랫폼을 만들어나가던 캠핑스타트업 &apos;유엑스&apos;는 지난 8월 9일 운영하던 브랜드 &apos;캠핑오너스&apos;의 컨셉을 탈바꿈했다고 밝혔다. 캠핑오너스는 브랜드 공식 오픈을 위해 자사 홈페이지를 구축하고 공식... 
news.xml,734,IT기업과 <b>MZ세대</b> 직장인 사이에서 새로운 근무 트랜드로 자리를 잡아가고 있으나 원격근무를 위한 IT 인프라가 비교적 갖추어진 호텔과 리조트에 치우쳐 지역 내수 경제 활성화에 크게 도움이 되지 못하고 있는 실정이다.... 
news.xml,735,이 군수는 지난달부터 <b>MZ세대</b> 젊은 직원들의 문화와 가치관을 이해하고 유연한 직장문화를 만들기 위해 매주 목요일 ‘<b>MZ세대</b>와 소통의 장’ 행사를 진행해 왔다. 이번 혁신 공감 토크는 군내 행정조직의 중추적 역할을... 
news.xml,736,나정호 센터장(신경외과 교수)은 “포스트 코로나 시대를 맞아 명화 패러디 작품을 보면서 딱딱하지 않고 재미있게 심뇌혈관질환 정보를 알 수 있도록 메타버스 전시회를 준비했다”라며 “특히 <b>MZ세대</b>가 이번 전시회를... 
news.xml,737,또한 <b>MZ세대</b>를 겨냥해 소셜 앱에 최적화된 플렉스캠 경험을 제공하기 위해 메타와 파트너십을 강화했다. 갤럭시 Z 폴드4는 태스크바가 추가돼 보다 효율적인 작업 수행이 가능해졌다. 태스크바는 PC와 유사한 레이아웃을... 
news.xml,738,"드라마 ‘환혼’에 출연 중인 가수 겸 배우 황민현과 ‘뿅뿅 지구오락실’로 대세 예능인 반열에 오른 코미디언 이은지, <b>MZ세대</b> 대표 래퍼 래원이 서울 곳곳에서 쓰레기 줍기 체험에 나선 현장이 공개된다. 유튜브 라이프... "
news.xml,739,또 사내 <b>MZ세대</b> 직원들과 타운홀 미팅을 활성화 시키고 <b>MZ세대</b> 직원들을 신입·인턴 채용에도 참여하게 하는 등 지배구조 개선에도 나서고 있다. ◆신사업 확대 위해 사명까지 변경…SK에코플랜트 지난해 5월... 
news.xml,740,"예능만이 아닌 SBS &apos;8뉴스&apos;, JTBC &apos;뉴스룸&apos; 등을 통해서도 영화 이야기를 전하고 있고, &apos;문명특급&apos;, &apos;미노이의 요리조리&apos;, &apos;픽시드&apos;(Pixid), &apos;오디지&apos;(odg) 등 유튜브 채널에 출연해 <b>MZ세대</b>와 교감에도 노력을 기울이는 모습이다.... "
news.xml,741,"띵은 소개하려는 상품, 스토리, 트렌드를 전달하면서 <b>MZ세대</b>(밀레니엄+Z세대)가 보다 공감하고 쉽게 연상시킬 수 있는 정교한 콘텐츠 큐레이팅 커머스를 목표로 잡고 차별화하는 데 주안점을 뒀습니다.” 김진우 롯데카드... "
news.xml,742,한 회사에 소속돼 고정된 월급을 받는 &apos;본캐&apos;를 두면서 &apos;부캐&apos;를 키우는 <b>MZ세대</b>들을 만나 봤다. 이들은 모두 &apos;부캐&apos; 활동을 통해 자신의 내면을 탄탄히 돌볼 뿐만 아니라 나아가 &apos;본캐&apos;와의 선순환을 모색한다는 공통점을... 
news.xml,743,"대통령실 핵심 관계자는 지난 10일 오후 용산 대통령실에서 기자들과 만나 박 대변인을 대통령실로 발탁한 이유에 대해 &quot;2030의 마음을 이해하고, <b>MZ세대</b>가 당면한 이슈를 더 잘 이해하고 반영시킬 수 있는 역할을 할... "
news.xml,744,CJ는 앞으로도 K콘텐츠의 확장성 및 파급력에 주목하면서 웹 기반의 콘텐츠 제작 지원 등을 통해 주 소비층인 <b>MZ세대</b>를 공략하는 등 K푸드의 세계화를 완성해 간다는 계획이다. CJ그룹 관계자는 &quot;스포츠 선수들에 대한... 
news.xml,745,특히 해외를 중심으로 10대들과 <b>MZ세대</b>에게 인기가 높다. 가상현실 공간에서 귀여운 소품과 캐릭터를 접하고 경험하는 행위가 젊은 세대에게 익숙하기 때문이다. 이들은 자신의 아바타를 꾸미는 요소인 &apos;콜라보레이션 샵... 
news.xml,746,"<b>MZ세대</b>의 큰 지지를 받아온 플립 시리즈는 디자인과 촬영 경험, 사용 시간을 크게 개선했다. 우선 갤럭시Z 플립4는 ‘플렉스 모드’를 활용해 새롭고 다채로운 촬영 경험인 ‘플렉스캠’을 즐길 수 있다. 두 손이... "
news.xml,747,"밀레니얼제트(<b>MZ</b>)<b>세대</b>들의 많은 호응을 기대하며, 앞으로도 더 많은 혜택을 드릴 수 있는 구매 지원 프로그램을 선보이겠다&quot;고 말했다. 한편, SK텔레콤은 오는 23일부터 개통이 시작되는 폴더블4 구매고객이 T나는... "
news.xml,748,박물관 이용도가 낮은 이른바 <b>MZ세대</b> 유입을 위한 방안도 마련 중이다. 외부 전문가와 대학생들이 협업해 다음 달 <b>MZ세대</b>를 위한 콘텐츠를 선보일 예정이다. 7월 말 기준 박물관 이용객 수는 170만명가량. 하반기 <b>MZ세대</b>... 
news.xml,749,제트랜드는 브랜드와 제품을 새로운 방식으로 경험하는 것을 즐기는 <b>MZ세대</b>를 겨냥해 네이버Z의 오픈형 메타버스 플랫폼 ZEP에 마련된 가상공간이다. 앞서 삼성전자는 아시아 최대 메타버스 플랫폼인 네이버의... 
news.xml,750,"특히, <b>MZ세대</b>가 애용하는 소셜 앱에 최적화된 플렉스캠 경험을 제공하고자 메타와 파트너십을 강화했다.. 갤럭시 Z 플립4 &apos;갤럭시 Z 플립4&apos;는 전작 대비 용량이 약 12% 커진 3,700mAh 배터리를 탑재했고, 초고속 충전을... "
news.xml,751,사진=unsplash 요즘 <b>MZ세대</b>들은 자신의 개성을 드러내기 위해 타투(Tattoo) 시술을 많이 받고 있다. 하지만 타투 시술 시 들어가는 문신용염료서 유해물질이 꾸준히 검출되며 안전 논란이 끊이질 않고 있다. 11일 환경부... 
news.xml,752,교육 내용은 <b>MZ세대</b>인 사회복무요원들의 특성을 이해하고 원활한 관계 형성을 위한 소통 방법과 갈등관리·코칭 기법 강의로 진행된다. 둘째 날에는 부산병무청 복무지도관과의 간담회로 복무관리 노하우를 공유하고... 
news.xml,753,"DGB대구은행과 진모빌리티는 지난 6월 양사 플랫폼 브랜딩 강화를 위한 업무협약 체결 후 다양한 협업을 진행하고 있으며, 본 이벤트는 <b>MZ세대</b>가 유용하게 사용할 수 있는 특화 카드, 페스티벌을 연계한 점이 눈길을... "
news.xml,754,특히 <b>MZ세대</b> 경영진이 된 이 이사는 이사진에 합류하게 되면서 최연소 이사로 이름을 올리게 됐다. 한국사회투자가 C레벨 체제를 도입한 것은 설립 이후 처음이다. 한국사회투자는 여성 CEO를 선임하고 <b>MZ세대</b>... 
news.xml,755,"전 객실에 자쿠지와 스파 시설을 갖춘 하이엔드 호텔 브랜드 더리프는 &apos;스몰 럭셔리&apos;, &apos;소확행&apos;을 추구하는 <b>MZ세대</b>들에게 감성 호텔로 알려지며 높은 예약률을 기록 중이다. 실제 명동 1호점은 누적 객실 점유율은 95%에... "
news.xml,756,전북 순창군이 <b>MZ세대</b>를 중심으로 주류 시장의 트렌드가 막걸리와 과실주 등 전통주로 옮겨가는 최근의 시류에 앞장서고 있다. (재)발효미생물산업진흥원이 지난 7월 14일부터 8월 5일까지 순창군민을 대상으로 ‘전통... 
news.xml,757,"이 제품은 <b>MZ세대</b>가 주축이 된 이마트24 사내 태스크포스팀 &apos;딜리셔스 탐험대&apos;가 이름 붙인 것으로 알려졌다. 하지만 아무리 <b>MZ세대</b> 감성을 여과 없이 반영했다고 해도, 이 같은 제품명은 지나치다는 부정적 여론이 높다.... "
news.xml,758,"바카디 &apos;Do What Moves You&apos; 캠페인은 타인의 시선에 휘둘리지 않으며 용기와 자신감을 갖고 자신에게 집중하고자 하는 <b>MZ 세대</b>를 응원하기 위해 기획된 프로젝트로 #너답게펼쳐봐 라는 슬로건 아래, <b>MZ 세대</b>가 내면의... "
news.xml,759,<b>MZ세대</b> 등으로부터 뜨거운 반응이 이어지면서 로지가 &apos;3연타&apos;로 1000만뷰를 달성한 것이다. 신한라이프는 색깔 있는 브랜딩 전략을 통해 자칫 따분하고 뻔해 질 수 있는 생명보험사 브랜딩 메시지와 상품을 새로운 시도와... 
news.xml,760,"구현철 SKT 영업본부장은 &quot;폴더블4 출시에 맞춰 새로운 기기 변경 프로그램인 &apos;T나는 폰교체&apos;를 출시하고 세이브더칠드런과 함께 의미 있는 기부 캠페인을 기획했다&quot;며, &quot;가치 있는 소비를 중시하는 <b>MZ세대</b>들의 많은... "
news.xml,761,"&apos;부동산 조각투자, 취향따라 골라볼까&apos; 상대적으로 자본금이 부족한 <b>MZ세대</b> 사이에서 ‘조각투자’가 인기를 끌고 있는 가운데 저마다 다른 개성을 가진 부동산 조각투자 플랫폼들이 주목받고 있다. 이들 플랫폼이... "
news.xml,762,"최근 건강을 중시하는 트렌드에 따라 젊은 층에서도 단백질 음료의 인기가 높아지면서, 적극적인 온라인 홍보마케팅으로 <b>MZ세대</b>(밀레니얼+Z세대)까지 소비자 접점을 확대한 것도 주효했다. 대상라이프사이언스㈜는... "
